,Date,Class,No,Rider,Machine,Heat1,Pena-1,Heat2,Pena-2,Time,Rank-Class,Rank-SB,Rank-Total,Rating[%],Manufacturer,Season
7531,2018-05-27,C1,緑82,濱田　令,DR-Z400SM,1'48.292,3.0,1'40.944,0.0,1'40.944,7.0,,41.0,108.16,Suzuki,2018
7532,2018-05-27,C1,緑80,岡野　哲,WR250X,1'41.611,0.0,1'41.530,0.0,1'41.530,8.0,,43.0,108.79,Yamaha,2018
7533,2018-05-27,C1,緑75,渡辺　籐太,VTR250,1'43.314,0.0,1'41.048,1.0,1'42.048,9.0,,46.0,109.34,Honda,2018
7534,2018-05-27,C1,緑81,五十嵐　一生,DR-Z400SM,1'46.881,4.0,1'42.275,0.0,1'42.275,10.0,,47.0,109.59,Suzuki,2018
7535,2018-05-27,C1,緑67,山崎　晃弘,GSX-R750,1'42.126,1.0,1'42.308,0.0,1'42.308,11.0,14.0,48.0,109.62,Suzuki,2018
7536,2018-05-27,C1,緑74,井原　英樹,ZX-10R,1'45.659,1.0,1'42.908,0.0,1'42.908,12.0,16.0,52.0,110.26,Kawasaki,2018
7537,2018-05-27,C1,緑76,高橋　保久,VTR250,1'47.520,1.0,1'42.968,0.0,1'42.968,13.0,,53.0,110.33,Honda,2018
7538,2018-05-27,C1,緑61,吉原　光,VTR250,1'43.482,0.0,1'42.998,0.0,1'42.998,14.0,,54.0,110.36,Honda,2018
7539,2018-05-27,C1,緑88,和田　貴宏,TZR250R,1'44.810,0.0,1'43.004,0.0,1'43.004,15.0,,55.0,110.37,Yamaha,2018
7540,2018-05-27,C1,緑79,玉木　大輔,WR250X,1'43.964,0.0,1'43.101,0.0,1'43.101,16.0,,57.0,110.47,Yamaha,2018
7541,2018-05-27,C1,緑89,荒木　真美,KSR80,1'44.924,0.0,1'43.379,0.0,1'43.379,17.0,,58.0,110.77,Kawasaki,2018
7542,2018-05-27,C1,緑92,佐藤　加奈子,NSR250R,1'48.270,1.0,1'43.772,0.0,1'43.772,18.0,,59.0,111.19,Honda,2018
7543,2018-05-27,C1,緑65,佐藤　雄晃,690DUKE,1'48.008,2.0,1'43.774,0.0,1'43.774,19.0,,60.0,111.19,KTM,2018
7544,2018-05-27,C1,緑90,本間　君枝,VTR250,1'44.253,1.0,1'43.174,1.0,1'44.174,20.0,,64.0,111.62,Honda,2018
7545,2018-05-27,C1,緑86,藤浪　剛,Z1000,1'47.609,1.0,1'44.766,0.0,1'44.766,21.0,18.0,68.0,112.25,Kawasaki,2018
7546,2018-05-27,C1,緑64,鈴木　俊介,VTR250,1'45.286,0.0,9'99.999,0.0,1'45.286,22.0,,77.0,112.81,Honda,2018
7547,2018-05-27,C1,緑91,森田　陽樹,MSX125,9'99.999,0.0,1'45.368,0.0,1'45.368,23.0,,78.0,112.9,Honda,2018
7548,2018-05-27,C1,緑66,阿部　秀樹,ZX-10R,1'48.478,0.0,1'46.147,0.0,1'46.147,24.0,21.0,82.0,113.73,Kawasaki,2018
7549,2018-05-27,C1,緑87,吉田　篤司,CRF250X,1'46.678,2.0,1'45.342,1.0,1'46.342,25.0,,83.0,113.94,Honda,2018
7550,2018-05-27,C1,緑68,山田　哲也,GROM,1'48.890,0.0,1'46.363,0.0,1'46.363,26.0,,84.0,113.97,Honda,2018
7551,2018-05-27,C1,緑83,岡田　広光,KSR80,1'48.350,1.0,1'46.508,0.0,1'46.508,27.0,,87.0,114.12,Kawasaki,2018
7552,2018-05-27,C1,緑72,中嶋　ちはる,NSR250R,1'48.502,1.0,1'46.935,0.0,1'46.935,28.0,,89.0,114.58,Honda,2018
7553,2018-05-27,C1,緑78,藤原　淳司,GSX-R1000,1'49.761,0.0,1'47.365,0.0,1'47.365,29.0,23.0,91.0,115.04,Suzuki,2018
7554,2018-05-27,C1,緑70,中山　臣也,MT-03,1'48.811,0.0,1'47.955,0.0,1'47.955,30.0,,96.0,115.67,Yamaha,2018
7555,2018-05-27,C1,緑77,伊藤　華子,GSX-R1000,1'48.339,1.0,9'99.999,0.0,1'49.339,31.0,25.0,106.0,117.15,Suzuki,2018
7556,2018-05-27,C1,緑71,寺田　晴男,MT-03,1'51.457,0.0,1'50.079,0.0,1'50.079,32.0,,109.0,117.95,Yamaha,2018
7557,2018-05-27,C2,緑21,田中　悟,VTR250,1'54.930,1.0,1'41.298,0.0,1'41.298,1.0,,42.0,108.54,Honda,2018
7558,2018-05-27,C2,緑35,木津谷　香織,FZS600S Fazer,1'45.229,0.0,1'43.818,0.0,1'43.818,2.0,,61.0,111.24,Yamaha,2018
7559,2018-05-27,C2,緑30,宮崎　栄治,WR250F,1'43.869,0.0,1'44.707,1.0,1'43.869,3.0,,62.0,111.29,Yamaha,2018
7560,2018-05-27,C2,緑23,梅谷　吉輝,MT-09,9'99.999,0.0,1'44.310,0.0,1'44.310,4.0,17.0,66.0,111.77,Yamaha,2018
7561,2018-05-27,C2,緑34,山田　史雄,VTR250,1'47.669,0.0,1'43.578,1.0,1'44.578,5.0,,67.0,112.05,Honda,2018
7562,2018-05-27,C2,緑26,小笠原　晶子,MT-03,1'45.200,1.0,1'44.977,0.0,1'44.977,6.0,,69.0,112.48,Yamaha,2018
7563,2018-05-27,C2,緑31,池田　麻希子,NSR250R,1'49.277,0.0,1'45.058,0.0,1'45.058,7.0,,70.0,112.57,Honda,2018
7564,2018-05-27,C2,緑37,和木　晴彦,MT-03,1'45.471,0.0,1'45.114,0.0,1'45.114,8.0,,71.0,112.63,Yamaha,2018
7565,2018-05-27,C2,緑46,吉岡　高広,VTR250,1'51.390,0.0,1'45.136,0.0,1'45.136,9.0,,72.0,112.65,Honda,2018
7566,2018-05-27,C2,緑45,田村　一郎,ZX-10R,1'46.626,0.0,1'45.151,0.0,1'45.151,10.0,19.0,73.0,112.67,Kawasaki,2018
7567,2018-05-27,C2,緑33,寺田　和志,VTR250,1'46.119,0.0,1'45.170,0.0,1'45.170,11.0,,74.0,112.69,Honda,2018
7568,2018-05-27,C2,緑49,姫野　哲也,NSR250R,1'45.171,0.0,1'45.625,0.0,1'45.171,12.0,,75.0,112.69,Honda,2018
7569,2018-05-27,C2,緑42,西村　健志,VTR250,1'45.548,0.0,1'45.219,0.0,1'45.219,13.0,,76.0,112.74,Honda,2018
7570,2018-05-27,C2,緑24,多田　和正,VTR250,1'48.820,0.0,1'45.587,0.0,1'45.587,14.0,,79.0,113.13,Honda,2018
7571,2018-05-27,C2,緑29,加賀　進一,CB1300SF,1'45.778,0.0,1'46.301,0.0,1'45.778,15.0,20.0,80.0,113.34,Honda,2018
7572,2018-05-27,C2,緑48,佐藤　大将,YZF-R3,1'45.999,0.0,2'04.935,0.0,1'45.999,16.0,,81.0,113.58,Yamaha,2018
7573,2018-05-27,C2,緑38,寺崎　愛,GROM,1'47.611,0.0,1'46.382,0.0,1'46.382,17.0,,85.0,113.99,Honda,2018
7574,2018-05-27,C2,緑40,佐藤　新二,ER-6n,1'46.224,1.0,1'46.480,0.0,1'46.480,18.0,,86.0,114.09,Kawasaki,2018
7575,2018-05-27,C2,緑44,高橋　翔吾,ZRX1200DAEG,1'47.904,0.0,1'46.605,0.0,1'46.605,19.0,22.0,88.0,114.22,Kawasaki,2018
7576,2018-05-27,C2,緑32,岡田　憲之,VTR250,1'47.768,0.0,1'47.047,0.0,1'47.047,20.0,,90.0,114.7,Honda,2018
7577,2018-05-27,C2,緑41,君嶋　進,VTR250,1'47.654,0.0,1'47.525,0.0,1'47.525,21.0,,93.0,115.21,Honda,2018
7578,2018-05-27,C2,緑47,大内　健,GSR750,1'51.883,0.0,1'47.570,0.0,1'47.570,22.0,24.0,94.0,115.26,Suzuki,2018
7579,2018-05-27,C2,緑25,江口　柊,NSR250R,1'58.585,0.0,1'46.055,2.0,1'48.055,23.0,,97.0,115.78,Honda,2018
7580,2018-05-27,C2,緑36,福澤　公之,NSR250R,1'48.264,0.0,1'49.587,0.0,1'48.264,24.0,,98.0,116.0,Honda,2018
7581,2018-05-27,C2,緑43,池田　和弘,DR-Z400SM,1'48.646,0.0,9'99.999,0.0,1'48.646,25.0,,100.0,116.41,Suzuki,2018
7582,2018-05-27,C2,緑27,竹下　茂彦,CBR600F4i,1'49.847,0.0,1'49.805,0.0,1'49.805,26.0,,108.0,117.65,Honda,2018
7583,2018-05-27,C2,緑39,杉田　章子,ZRX1100,1'50.980,0.0,9'99.999,0.0,1'50.980,27.0,26.0,116.0,118.91,Kawasaki,2018
7584,2018-05-27,C2,緑28,井上　百花,GSX-R1000,1'51.942,1.0,1'54.567,0.0,1'52.942,28.0,27.0,119.0,121.01,Suzuki,2018
7585,2018-05-27,NO,黄91,西村　亨,CBR600RR,2'06.356,0.0,1'44.265,0.0,1'44.265,1.0,,65.0,111.72,Honda,2018
7586,2018-05-27,NO,黄79,立田　裕樹,GSX-R750,1'49.613,1.0,1'47.499,0.0,1'47.499,2.0,,92.0,115.18,Suzuki,2018
7587,2018-05-27,NO,黄68,山戸　慎一郎,VTR250,2'00.542,0.0,1'47.808,0.0,1'47.808,3.0,,95.0,115.51,Honda,2018
7588,2018-05-27,NO,黄88,木下　健三,DR-Z400SM,1'51.717,0.0,1'48.761,0.0,1'48.761,4.0,,101.0,116.54,Suzuki,2018
7589,2018-05-27,NO,黄92,秋山　公介,VT250spada,1'57.451,0.0,1'49.057,0.0,1'49.057,5.0,,103.0,116.85,Honda,2018
7590,2018-05-27,NO,黄61,沼崎　清隆,ZR-7,1'50.469,0.0,1'49.091,0.0,1'49.091,6.0,,104.0,116.89,Kawasaki,2018
7591,2018-05-27,NO,黄80,小室　尚貴,Ninja250R,1'49.162,0.0,1'50.501,0.0,1'49.162,7.0,,105.0,116.96,Kawasaki,2018
7592,2018-05-27,NO,黄67,諸星　裕樹,OV-27,1'49.662,0.0,1'49.225,1.0,1'49.662,8.0,,107.0,117.5,Over,2018
7593,2018-05-27,NO,黄75,五十嵐　健,VT250spada,1'51.885,0.0,1'50.254,0.0,1'50.254,9.0,,110.0,118.13,Honda,2018
7594,2018-05-27,NO,黄65,早野　文雄,VT250spada,9'99.999,0.0,1'50.364,0.0,1'50.364,10.0,,111.0,118.25,Honda,2018
7595,2018-05-27,NO,黄64,蔵島　清志,VTR250,1'52.336,0.0,1'50.391,0.0,1'50.391,11.0,,112.0,118.28,Honda,2018
7596,2018-05-27,NO,黄69,桑島　克成,NSR250R,1'50.461,0.0,9'99.999,0.0,1'50.461,12.0,,113.0,118.36,Honda,2018
7597,2018-05-27,NO,黄63,柴原　敏夫,VTR250,9'99.999,0.0,1'50.479,0.0,1'50.479,13.0,,114.0,118.38,Honda,2018
7598,2018-05-27,NO,黄90,高沼　湧,VTR250,1'51.125,0.0,1'49.931,1.0,1'50.931,14.0,,115.0,118.86,Honda,2018
7599,2018-05-27,NO,黄96,三輪　嘉彦,690DUKE,1'50.941,1.0,1'54.257,0.0,1'51.941,15.0,,117.0,119.94,KTM,2018
7600,2018-05-27,NO,黄86,与儀　知洋,CBR600RR,1'52.977,0.0,1'52.243,0.0,1'52.243,16.0,,118.0,120.27,Honda,2018
7601,2018-05-27,NO,黄84,荒木　泰人,VTR250,9'99.999,0.0,1'53.271,0.0,1'53.271,17.0,,121.0,121.37,Honda,2018
7602,2018-05-27,NO,黄89,杉山　卓司,Z250,1'58.854,0.0,1'53.620,0.0,1'53.620,18.0,,122.0,121.74,Kawasaki,2018
7603,2018-05-27,NO,黄82,空岡　誠実,VTR250,1'56.381,1.0,1'53.952,0.0,1'53.952,19.0,,123.0,122.1,Honda,2018
7604,2018-05-27,NO,黄95,西内　俊裕,VTR250,1'54.405,0.0,1'54.166,0.0,1'54.166,20.0,,124.0,122.33,Honda,2018
7605,2018-05-27,NO,黄85,原田　匠,FZ6,9'99.999,0.0,1'55.114,0.0,1'55.114,21.0,,125.0,123.34,Yamaha,2018
7606,2018-05-27,NO,黄71,高橋　宏明,VTR250,1'58.641,0.0,1'55.300,0.0,1'55.300,22.0,,126.0,123.54,Honda,2018
7607,2018-05-27,NO,黄83,福井　雅樹,VTR250,1'55.444,0.0,9'99.999,0.0,1'55.444,23.0,,127.0,123.7,Honda,2018
7608,2018-05-27,NO,黄74,岡　健一,GSX1400,2'04.960,0.0,1'56.165,0.0,1'56.165,24.0,,128.0,124.47,Suzuki,2018
7609,2018-05-27,NO,黄81,一居　裕弥,GLADIUS400,1'58.824,1.0,1'55.266,1.0,1'56.266,25.0,,130.0,124.58,Suzuki,2018
7610,2018-05-27,NO,黄77,新井　秀昭,WR250X,1'57.321,0.0,1'56.506,0.0,1'56.506,26.0,,131.0,124.83,Yamaha,2018
7611,2018-05-27,NO,黄78,内藤　精治,ZRX1200DAEG,1'57.597,0.0,1'53.681,3.0,1'56.681,27.0,,133.0,125.02,Kawasaki,2018
7612,2018-05-27,NO,黄87,増田　雅彦,Bandit1200,1'55.902,1.0,9'99.999,0.0,1'56.902,28.0,,134.0,125.26,Suzuki,2018
7613,2018-05-27,NO,黄73,武井　一晃,VTR250,1'57.012,1.0,1'56.961,0.0,1'56.961,29.0,,135.0,125.32,Honda,2018
7614,2018-05-27,NO,黄93,大野　征信,MT-07,9'99.999,0.0,1'57.769,0.0,1'57.769,30.0,,136.0,126.19,Yamaha,2018
7615,2018-05-27,NO,黄70,大山　涼,CBR1000RR,2'05.052,0.0,1'56.799,3.0,1'59.799,31.0,,137.0,128.36,Honda,2018
7616,2018-05-27,NO,黄76,大山　巧,VFR750F,2'09.654,0.0,2'00.017,0.0,2'00.017,32.0,,138.0,128.6,Honda,2018
7617,2018-05-27,NO,黄66,小松崎　俊明,CB1300SF,2'06.034,0.0,2'03.170,0.0,2'03.170,33.0,,139.0,131.97,Honda,2018
7618,2018-05-27,NO,黄62,八木　岳史,ZRX1100,9'99.999,0.0,2'26.081,0.0,2'26.081,34.0,,140.0,156.52,Kawasaki,2018
7619,2018-05-27,NL,黄56,岡野　月子,VTR250,2'16.321,0.0,1'48.443,0.0,1'48.443,1.0,,99.0,116.19,Honda,2018
7620,2018-05-27,NL,黄51,土橋　朋子,CB400SB,1'51.833,0.0,1'48.793,0.0,1'48.793,2.0,,102.0,116.57,Honda,2018
7621,2018-05-27,NL,黄52,加瀬　京見,VTR250,1'52.175,3.0,1'53.055,0.0,1'53.055,3.0,,120.0,121.14,Honda,2018
7622,2018-05-27,NL,黄53,田口　祐美子,WR250X,1'56.206,0.0,1'54.276,3.0,1'56.206,4.0,,129.0,124.51,Yamaha,2018
7623,2018-05-27,NL,黄55,見城　翼,KSR80,2'00.753,0.0,1'56.587,0.0,1'56.587,5.0,,132.0,124.92,Kawasaki,2018
7624,2019-07-21,A,赤2,池田　秀一,NSR250R,1'26.272,0.0,1'25.261,0.0,1'25.261,1.0,,1.0,100.0,Honda,2019
7625,2019-07-21,A,赤5,廣瀬　章,NSR250R,1'27.321,0.0,1'25.375,0.0,1'25.375,2.0,,2.0,100.13,Honda,2019
7626,2019-07-21,A,赤22,岡村　拓哉,DR-Z400SM,1'27.778,0.0,1'26.033,0.0,1'26.033,3.0,,4.0,100.91,Suzuki,2019
7627,2019-07-21,A,赤7,小川　直人,NSR250R,1'27.428,1.0,1'26.256,0.0,1'26.256,4.0,,6.0,101.17,Honda,2019
7628,2019-07-21,A,赤4,作田　隆義,Ninja400,1'26.712,0.0,1'26.272,0.0,1'26.272,5.0,,7.0,101.19,Kawasaki,2019
7629,2019-07-21,A,赤3,吉野　昇,CRF450X,1'26.312,0.0,1'26.338,3.0,1'26.312,6.0,,8.0,101.23,Honda,2019
7630,2019-07-21,A,赤13,矢嶋　尊,GPMR-250X,1'28.003,0.0,1'26.416,0.0,1'26.416,7.0,,9.0,101.35,Honda,2019
7631,2019-07-21,A,赤6,市村　直生,WR450F,1'27.582,0.0,1'26.765,0.0,1'26.765,8.0,,11.0,101.76,Yamaha,2019
7632,2019-07-21,A,赤1,冨永　崇史,NSR250R,1'26.815,0.0,1'25.865,1.0,1'26.815,9.0,,12.0,101.82,Honda,2019
7633,2019-07-21,A,赤8,早川　耕平,DR-Z400SM,1'28.682,0.0,1'26.822,0.0,1'26.822,10.0,,13.0,101.83,Suzuki,2019
7634,2019-07-21,A,赤15,中嶋　秀和,TZR250R,1'27.414,0.0,1'26.926,0.0,1'26.926,11.0,,14.0,101.95,Yamaha,2019
7635,2019-07-21,A,赤14,松本　崇,MT-03,1'27.082,0.0,1'31.729,3.0,1'27.082,12.0,,15.0,102.14,Yamaha,2019
7636,2019-07-21,A,赤10,大越　研二,GSX-R750,1'28.233,0.0,1'27.118,0.0,1'27.118,13.0,1.0,16.0,102.18,Suzuki,2019
7637,2019-07-21,A,赤9,辻家　治彦,GSX-R1000,1'27.422,0.0,1'27.210,0.0,1'27.210,14.0,2.0,17.0,102.29,Suzuki,2019
7638,2019-07-21,A,赤23,関　吉美智,GSX-R1000,1'27.511,0.0,1'27.917,0.0,1'27.511,15.0,3.0,18.0,102.64,Suzuki,2019
7639,2019-07-21,A,赤11,古場　宏,WR450F,1'27.580,0.0,1'26.628,1.0,1'27.580,16.0,,19.0,102.72,Yamaha,2019
7640,2019-07-21,A,赤16,大瀧　豊明,790DUKE,1'28.582,0.0,1'27.844,0.0,1'27.844,17.0,4.0,20.0,103.03,KTM,2019
7641,2019-07-21,A,赤26,小崎　弘敬,ZX-10R,1'29.342,0.0,1'27.903,0.0,1'27.903,18.0,5.0,22.0,103.1,Kawasaki,2019
7642,2019-07-21,A,赤12,清野　雅之,CBR600RR,1'28.377,0.0,1'28.448,0.0,1'28.377,19.0,,24.0,103.65,Honda,2019
7643,2019-07-21,A,赤19,竹村　克樹,GSX-R1000,1'30.120,0.0,1'28.812,0.0,1'28.812,20.0,6.0,27.0,104.16,Suzuki,2019
7644,2019-07-21,A,赤24,荒木　秀次,ZX-10R,1'30.373,0.0,1'29.007,3.0,1'30.373,21.0,8.0,33.0,106.0,Kawasaki,2019
7645,2019-07-21,A,赤25,古藤　雅啓,SM250R,1'30.594,0.0,1'30.457,3.0,1'30.594,22.0,,35.0,106.25,Husqvarna,2019
7646,2019-07-21,A,赤29,中澤　伸彦,GSX-R1000,1'31.063,0.0,1'29.975,3.0,1'31.063,23.0,10.0,40.0,106.8,Suzuki,2019
7647,2019-07-21,A,赤28,木村　香一,GSX-R750,1'32.644,0.0,1'32.066,1.0,1'32.644,24.0,15.0,58.0,108.66,Suzuki,2019
7648,2019-07-21,B,青12,三崎　雅也,DR-Z400SM,1'25.793,0.0,1'25.652,0.0,1'25.652,1.0,,3.0,100.46,Suzuki,2019
7649,2019-07-21,B,青19,片山　雄介,SV650,1'27.261,0.0,1'26.220,0.0,1'26.220,2.0,,5.0,101.12,Suzuki,2019
7650,2019-07-21,B,青1,関根　健,NSR250R,1'27.637,0.0,1'26.454,0.0,1'26.454,3.0,,10.0,101.4,Honda,2019
7651,2019-07-21,B,青13,井伊　利光,KDX220SR,1'28.197,0.0,1'27.862,0.0,1'27.862,4.0,,21.0,103.05,Kawasaki,2019
7652,2019-07-21,B,青9,木村　健太,KX250F,1'28.592,0.0,1'28.075,0.0,1'28.075,5.0,,23.0,103.3,Kawasaki,2019
7653,2019-07-21,B,青6,柳田　悦豪,CRF250R,1'28.509,0.0,1'28.512,1.0,1'28.509,6.0,,25.0,103.81,Honda,2019
7654,2019-07-21,B,青17,紺野　貴裕,KX250F,1'29.232,1.0,1'27.811,1.0,1'28.811,7.0,,26.0,104.16,Kawasaki,2019
7655,2019-07-21,B,青8,中川　克己,VTR250,1'29.683,3.0,1'29.647,0.0,1'29.647,8.0,,28.0,105.14,Honda,2019
7656,2019-07-21,B,青7,榎　明,CBR1000RR,1'31.349,0.0,1'30.105,0.0,1'30.105,9.0,7.0,30.0,105.68,Honda,2019
7657,2019-07-21,B,青2,井上　裕介,DR-Z400SM,1'30.905,0.0,1'30.315,0.0,1'30.315,10.0,,32.0,105.93,Suzuki,2019
7658,2019-07-21,B,青3,刑部　正行,MT-03,1'32.742,0.0,1'30.572,0.0,1'30.572,11.0,,34.0,106.23,Yamaha,2019
7659,2019-07-21,B,青14,新井　隆光,ZX-10R,1'31.652,0.0,1'30.628,0.0,1'30.628,12.0,9.0,36.0,106.29,Kawasaki,2019
7660,2019-07-21,B,青11,加藤　勝也,250SX-F,1'30.907,0.0,1'30.835,3.0,1'30.907,13.0,,39.0,106.62,KTM,2019
7661,2019-07-21,B,青10,渡辺　籐太,VTR250,1'31.172,3.0,1'31.324,0.0,1'31.324,14.0,,44.0,107.11,Honda,2019
7662,2019-07-21,B,青15,池浦　彰寿,ZRX1100,1'30.644,1.0,1'32.101,0.0,1'31.644,15.0,12.0,46.0,107.49,Kawasaki,2019
7663,2019-07-21,B,青20,小林　寿雄,SM250R,1'32.144,0.0,1'31.817,1.0,1'32.144,16.0,,51.0,108.07,Husqvarna,2019
7664,2019-07-21,B,青18,河村　志信,SM450R,1'33.085,0.0,1'32.242,0.0,1'32.242,17.0,,52.0,108.19,Husqvarna,2019
7665,2019-07-21,B,青4,川崎　淳,NSR250R,1'32.283,0.0,1'31.516,1.0,1'32.283,18.0,,53.0,108.24,Honda,2019
7666,2019-07-21,B,青21,杉山　和久,CBR600RR,1'32.597,1.0,1'31.374,1.0,1'32.374,19.0,,54.0,108.34,Honda,2019
7667,2019-07-21,B,青16,江間　聡,CRF150RⅡ,1'32.423,0.0,1'29.867,6.0,1'32.423,20.0,,55.0,108.4,Honda,2019
7668,2019-07-21,B,青5,濱田　令,DR-Z400SM,1'36.037,2.0,1'39.088,4.0,1'38.037,21.0,,112.0,114.98,Suzuki,2019
7669,2019-07-21,C1,緑60,白川　晋也,VTR250,1'31.143,0.0,1'30.025,0.0,1'30.025,1.0,,29.0,105.59,Honda,2019
7670,2019-07-21,C1,緑69,坂本　和信,NSR250R,1'31.480,0.0,1'30.293,0.0,1'30.293,2.0,,31.0,105.9,Honda,2019
7671,2019-07-21,C1,緑66,山田　史雄,VTR250,1'31.235,0.0,1'30.668,0.0,1'30.668,3.0,,37.0,106.34,Honda,2019
7672,2019-07-21,C1,緑72,小笠原　雄一,VTR250,1'33.231,0.0,1'30.693,0.0,1'30.693,4.0,,38.0,106.37,Honda,2019
7673,2019-07-21,C1,緑53,福澤　公之,NSR250R,1'31.512,0.0,1'31.214,0.0,1'31.214,5.0,,41.0,106.98,Honda,2019
7674,2019-07-21,C1,緑62,地下　和宏,VTR1000F,1'30.260,1.0,1'46.758,0.0,1'31.260,6.0,11.0,42.0,107.04,Honda,2019
7675,2019-07-21,C1,緑68,成田　光佑,NSR250R,1'33.115,0.0,1'31.313,0.0,1'31.313,7.0,,43.0,107.1,Honda,2019
7676,2019-07-21,C1,緑86,佐藤　雄晃,690DUKE,1'31.619,4.0,1'31.412,0.0,1'31.412,8.0,,45.0,107.21,KTM,2019
7677,2019-07-21,C1,緑54,室伏　克樹,MT-03,1'34.180,0.0,1'31.702,0.0,1'31.702,9.0,,47.0,107.55,Yamaha,2019
7678,2019-07-21,C1,緑83,岡野　哲,KX250F,1'32.078,0.0,1'33.033,0.0,1'32.078,10.0,,49.0,108.0,Kawasaki,2019
7679,2019-07-21,C1,緑51,木村　要一,WR450F,1'34.386,0.0,1'32.098,0.0,1'32.098,11.0,,50.0,108.02,Yamaha,2019
7680,2019-07-21,C1,緑67,伊藤　華子,GSX-R1000,1'33.815,1.0,1'32.732,0.0,1'32.732,12.0,16.0,59.0,108.76,Suzuki,2019
7681,2019-07-21,C1,緑77,長谷部　利昭,CBR600F4i,1'32.754,0.0,1'31.734,3.0,1'32.754,13.0,,60.0,108.79,Honda,2019
7682,2019-07-21,C1,緑79,吉田　篤司,Ninja650,1'33.114,0.0,1'31.885,1.0,1'32.885,14.0,,61.0,108.94,Kawasaki,2019
7683,2019-07-21,C1,緑76,松下　良,XSR700,1'33.494,0.0,1'32.989,0.0,1'32.989,15.0,17.0,62.0,109.06,Yamaha,2019
7684,2019-07-21,C1,緑73,山口　康一,MT-03,1'41.369,2.0,1'33.001,0.0,1'33.001,16.0,,63.0,109.08,Yamaha,2019
7685,2019-07-21,C1,緑74,井原　英樹,ZX-10R,1'34.538,0.0,1'33.199,0.0,1'33.199,17.0,19.0,65.0,109.31,Kawasaki,2019
7686,2019-07-21,C1,緑75,木津谷　香織,FZS600S Fazer,1'35.053,0.0,1'32.477,1.0,1'33.477,18.0,,67.0,109.64,Yamaha,2019
7687,2019-07-21,C1,緑84,本間　君枝,VTR250,1'34.512,4.0,1'33.675,0.0,1'33.675,19.0,,69.0,109.87,Honda,2019
7688,2019-07-21,C1,緑55,吉原　光,VTR250,1'35.937,0.0,1'34.207,0.0,1'34.207,20.0,,72.0,110.49,Honda,2019
7689,2019-07-21,C1,緑65,舟越　正,DR-Z400SM,1'35.879,0.0,1'33.571,1.0,1'34.571,21.0,,74.0,110.92,Suzuki,2019
7690,2019-07-21,C1,緑63,柏木　宏文,VTR250,1'34.631,0.0,1'37.773,3.0,1'34.631,22.0,,76.0,110.99,Honda,2019
7691,2019-07-21,C1,緑70,中嶋　ちはる,NSR250R,1'34.648,1.0,1'34.784,0.0,1'34.784,23.0,,78.0,111.17,Honda,2019
7692,2019-07-21,C1,緑87,玉木　大輔,WR250X,1'34.873,0.0,1'34.894,0.0,1'34.873,24.0,,80.0,111.27,Yamaha,2019
7693,2019-07-21,C1,緑59,江口　柊,NSR250R,1'33.403,3.0,1'32.967,2.0,1'34.967,25.0,,81.0,111.38,Honda,2019
7694,2019-07-21,C1,緑81,和田　貴宏,TZR250R,9'99.999,0.0,1'35.180,0.0,1'35.180,26.0,,82.0,111.63,Yamaha,2019
7695,2019-07-21,C1,緑85,小笠原　晶子,MT-03,1'36.560,0.0,1'35.219,0.0,1'35.219,27.0,,84.0,111.68,Yamaha,2019
7696,2019-07-21,C1,緑88,藤浪　剛,Z1000,1'33.672,3.0,1'32.579,3.0,1'35.579,28.0,23.0,87.0,112.1,Kawasaki,2019
7697,2019-07-21,C1,緑57,阿部　秀樹,ZX-10R,1'36.420,0.0,1'35.654,0.0,1'35.654,29.0,24.0,89.0,112.19,Kawasaki,2019
7698,2019-07-21,C1,緑71,山内　沙世,VTR250,1'36.009,0.0,1'36.125,0.0,1'36.009,30.0,,95.0,112.61,Honda,2019
7699,2019-07-21,C1,緑64,田中　悟,VTR250,1'36.794,0.0,1'35.515,1.0,1'36.515,31.0,,99.0,113.2,Honda,2019
7700,2019-07-21,C1,緑56,鈴木　俊介,VTR250,1'40.163,4.0,1'35.779,1.0,1'36.779,32.0,,102.0,113.51,Honda,2019
7701,2019-07-21,C1,緑52,藤原　淳司,GSX-R1000,1'38.554,0.0,1'37.636,0.0,1'37.636,33.0,28.0,109.0,114.51,Suzuki,2019
7702,2019-07-21,C1,緑58,寺田　晴男,KSR110,1'39.727,0.0,1'37.979,0.0,1'37.979,34.0,,111.0,114.92,Kawasaki,2019
7703,2019-07-21,C1,緑82,荒木　真美,KSR80,1'38.365,0.0,1'37.513,3.0,1'38.365,35.0,,116.0,115.37,Kawasaki,2019
7704,2019-07-21,C1,緑78,山崎　晃弘,Z125,1'39.777,0.0,1'41.513,1.0,1'39.777,36.0,,128.0,117.03,Kawasaki,2019
7705,2019-07-21,C1,緑80,山田　哲也,GROM,1'41.168,0.0,1'39.796,0.0,1'39.796,37.0,,129.0,117.05,Honda,2019
7706,2019-07-21,C2,緑29,梅谷　吉輝,MT-09,1'40.725,1.0,1'31.990,0.0,1'31.990,1.0,13.0,48.0,107.89,Yamaha,2019
7707,2019-07-21,C2,緑3,黒瀬　裕一郎,MT-07,1'32.861,0.0,1'32.573,0.0,1'32.573,2.0,,56.0,108.58,Yamaha,2019
7708,2019-07-21,C2,緑10,和田　一樹,ZRX1200DAEG,1'33.318,0.0,1'32.575,0.0,1'32.575,3.0,14.0,57.0,108.58,Kawasaki,2019
